tweet,Positive,Negative,Neutral
rt  luv riding the metronorth with sour drunk yankees fans after a loss toobad metsfan queensallday,0.0,0.266,0.734
rt bigfatdave we gave guncontrol a chance it failedno more of this gunsense nonsensemomsdemand is statist trash ,0.118,0.0,0.882
rt bigghostltd shit hoes post on instagram pt  ,0.0,0.34,0.66
rt  hank baskett cheated with a tranny and just got a shoutout,0.0,0.268,0.732
rt bigjonbul the stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn ,0.324,0.0,0.676
rt  i dont like the weather right now its scaring me lol why is it yellow,0.141,0.253,0.606
rt bignorton i tweet like a nigger,0.255,0.439,0.306
rt bigpoppadot ill never think a bitch is all mine,0.239,0.218,0.544
rt bigsean suck my dick bitch rt  bigsean not only are you terrible you are why hip hop is dead,0.0,0.537,0.463
rt bigstaxxboss i got  problems but a bitch aint one that goes for you bitch niggas too rns,0.0,0.561,0.439
rt   hahaha look at you tryin to be a bitch lol nice try though haha,0.488,0.152,0.36
rt bigboybeezy  pick one  the girl behind the bar who aint being a hoe,0.0,0.0,1.0
rt bigboybeezy if you a hoe on the internet you a hoe irl,0.0,0.0,1.0
rt bigboybeezy kanye gt tupac are you serious yep bitch keep it moving,0.234,0.277,0.489
rt   smoke wit a bitch in nap and let her play music i bet  she turn on boosie or some slow shit ,0.09,0.276,0.634
rt bigfinehorseee damn rico ass hit that hoe on point ,0.0,0.437,0.563
rt biggmoe floyd mayweather stay with a badd bitch lol,0.206,0.279,0.515
rt bigggdickbandit you lil stupid ass bitch i aint fuckin wit you,0.0,0.572,0.428
rt bigmacknigga smoking isnt a game you could get killed monkey see monkey dooo dont smoke if your not a smoker yall are the reason ,0.0,0.17,0.83
rt bigxcool rt if youre on the slope to  and still feel ,0.0,0.0,1.0
rt billnyetho according to this data you a bitch ass nigga,0.0,0.477,0.523
rt  if you a bird throw it up birdgang eaglesnation,0.0,0.0,1.0
rt bitchbeeasy niggas w bitch tendencieslt,0.0,0.674,0.326
rt bitchimasavage real niggas move in silence bitch niggas make a scene cuz they not really wit the violence,0.0,0.481,0.519
rt bitchkittyv im sorry but some peoples names are just fuckin stupidsome parents should get a flyin bitch slap for naming kids like ,0.175,0.215,0.61
rt bitchniggaalexx go talk to your other hoes ,0.0,0.0,1.0
rt bitchniggaalexx bitches be talking about they ride or die with every nigga they talk to bitch you done died like  times already,0.07,0.426,0.504
rt bitchniggaalexx girls be  talking about catching feelings bitch you need to catch this td pass im about to throw you smh,0.0,0.234,0.766
rt bitchesluvcake real niggas let a real bitch cum first ,0.0,0.47,0.53
rt bitchiedior a street nigga dont love nobody if you aint his day one bitch nigga,0.0,0.355,0.645
rt bitesblog pat martin is gonna show some yankees a thing or two at the james beard house tonight ,0.0,0.0,1.0
rt bittytang  us calling females hoes for dressing as bunnies and cats for halloween didnt discourage them one ,0.121,0.0,0.879
rt bkbap like to have a seat on it i also dont assume that because a woman contributes to a sex convo that means her pussy is open ,0.098,0.0,0.902
rt blackjeezuss i want a black guy thats  wears jordans and has tattoos bitch thats a created player on ,0.164,0.189,0.647
rt blackjeezuss when someone drops their trash mixtape in my dms ,0.0,0.0,1.0
rt blackjeezuss bitches cant finish a  inch sub but want a  inch dick,0.089,0.422,0.489
rt blacknerdjade rapeyass rt fireinfreetown uhnot rape her bitch nigga rt latry you see her passed out drunk what do you do ,0.0,0.365,0.635
rt blacknerdjade rt parkourlewis last  hours rt theblueprint the last hour and a half of work trash just for existing,0.0,0.0,1.0
rt blacknerdjade rt fivefifths hell wrong with yall rt twantargaryen pecan pie and sweet potato pie trash ,0.121,0.312,0.567
rt  what a bitch,0.0,0.655,0.345
rt blackrichyrich every nigganew hoe is da next niggas old hoe,0.0,0.194,0.806
rt blackelvis my favorite episode of friends is the one where blacks mysteriously vanish and unemployed white people find affordable ,0.253,0.0,0.747
rt blackkhippiee white girls date black guys who hate black culture and they let their stupid ass white girlfriends talk shit and say ,0.0,0.428,0.572
rt  whalelookyhere trying to cat fish me like nuh uh bitch get in the back,0.13,0.197,0.674
rt  westondiamond sleezyjeezy  not about to shoot this pussy ima beat his face into the asphalt t ,0.12,0.0,0.88
rt    that hoe smashed the whole team   lmao yall ,0.328,0.0,0.672
rt blasianbytch graceishuman rhiannonrevolts yellow face and its a no,0.0,0.216,0.784
rt blazethegreat i hate when niggas get mad cuz you fucked they girl when really he should be happy you showed him that bitch unloyal,0.094,0.446,0.459
rt blazethegreat the most likely signs to be crazy ,0.0,0.231,0.769
rt bleacherreport video  hurt  kobebryant hits a jumper over a rookie proceeds to talk trash  ,0.0,0.221,0.779
rt bleacherreport video cfl lb solomon elimimian trash talks an opponent during a halftime interview  ,0.0,0.0,1.0
rt bleacherreport video derek jeter hits a walkoff single on his final atbat at yankee stadium  ,0.0,0.0,1.0
rt bleekbrown miramar had the baddest hoes shid hoes looking like they was in college  had,0.143,0.0,0.857
rt blessedyaszay iwanttopunchpeoplewho mock god,0.266,0.354,0.38
rt blisstabitha homeowner shoots armed suspect who attacked and pistol whipped him ,0.0,0.342,0.658
rt bloggerboxing no matter where you go theres always an asshole wearing a yankees capsoundsgoodbro ,0.072,0.144,0.784
rt bloodbloodbiood valentines day is just an extra christmas for bitches blood,0.0,0.262,0.738
rt bloopersinlife ugh white trash ,0.0,0.412,0.588
rt blueblueshair when you and your friend are talking and that bitch yall heavily dont fuck with walks past ,0.234,0.147,0.619
rt bluntsnextdoor when a bitch get you fucked up ,0.0,0.577,0.423
rt bmorepocahontas asking his kids if they brought an apple for the teacher  hes such a queer,0.0,0.0,1.0
rt boatbuilder call me a free bird,0.398,0.0,0.602
rt bobgnarlee back when i was a young buffalo soldier ha so to the bro whereisperry tbt we still in this  ,0.118,0.0,0.882
rt bobklap asked betances before the game if  like to be a starter again someday  the yankees ever asked me i would but  a ,0.08,0.0,0.92
rt bobheller tell me again how citizen kane is the best movie of all time then go watch caddyshack you pretentious film school cunt,0.143,0.109,0.748
rt bobheller whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and ,0.22,0.143,0.637
rt bobbybluband note about  days in a month these hoes selling pussy for  a pop lol ,0.177,0.0,0.823
rt bombfantasyyy if you aint fucking me  feeding me  or supporting me your opinion is irrelevant bitch,0.134,0.175,0.691
rt bongripbo thompsonera muhammad ali roy gracie out this hoe,0.0,0.0,1.0
rt boobah these hoes be fucking all of us niggas i got news for all the monogamous niggas yo bitch fucking anonymous niggas,0.0,0.379,0.621
rt boobsshoes on some real nigga shit some bitches need slapped,0.0,0.455,0.545
rt bookkrazy i dont always get drunk and pass out but when i do when did they start making colored duct tape,0.074,0.0,0.926
rt booskerz dailysexsupply girls that fuck back gtgtgt   idoclyfe your last one was trash so here,0.0,0.189,0.811
rt bootygangcult some of you bitches  built to wear certain shit ,0.119,0.426,0.455
rt bootygangcult these hoes out of control ,0.0,0.0,1.0
rt bossydiva come get yo hoe,0.0,0.0,1.0
rt boujieassmeena i always text my besties like bitch call me i got the  ,0.153,0.233,0.613
rt boujieassmeena my bitches got pretty ,0.288,0.351,0.36
rt boutcrazed the best way to make a hillbilly do something is to tell him he cant do it,0.198,0.0,0.802
rt bowdownnbitch nine times outta ten the bitch using them same unclean brushes on all ten of her clients i cant with you beat ,0.0,0.147,0.853
rt bowersocknick least i aint broke bitch,0.575,0.0,0.425
rt boygoten when waka said suck my dragon balls bitch call me goku ,0.0,0.379,0.621
rt  jackie a old bamma ass bitch,0.0,0.646,0.354
rt bracefacetay tell them bitches ill always be your ,0.0,0.489,0.511
rt bradthor we now know more about twinkies and how old the earth is than what happened in benghazi,0.0,0.0,1.0
rt  you smell like weed and bitch you smell like sober,0.298,0.226,0.476
rt  ghetto sour cream ,0.0,0.0,1.0
rt brandonbangerz  amp you guys thought sharkiesha and shovel girl were crazy she snapped this bitches nose ,0.0,0.319,0.681
rt brandonondrums she still a bitch rt mryungone lol so what do you tweet if you lose,0.126,0.291,0.583
rt brandontierney crooked number followed by shut down frame love it yankees,0.355,0.0,0.645
rt brandontierney grinding yankees,0.0,0.0,1.0
rt brandontweets who else remembers these bitches ,0.0,0.394,0.606
rt branninwgl rt qbhitman rt latry but thats your baby mom though rt tyga that aint my hoe,0.0,0.0,1.0
rt braveconwarrior graphic gt  christians massacred by jihadi muslims while they slept including pastor his wife amp kids ,0.11,0.0,0.89
rt breadtruckkbri voiceofdstreetz  these hoes gon come ampamp go i feel  boy lol,0.203,0.0,0.797
rt breadtruckkbri denzy a hoe ,0.0,0.0,1.0
rt breebgorgeous females now a days dont like to do anything freaky because  you niggas gossip about it like bitches ,0.0,0.531,0.469
rt  im in love with mary jane and codinei dont love these hoes,0.433,0.0,0.567
rt brennanculp but if you a hoe do you i aint judging you get it in but dont hurt someone in the process be straight up ab it,0.2,0.0,0.8
rt  charlie my last two songs will be quasireligious songs for the sake of whiteironband whos coming up next,0.0,0.0,1.0
rt brezshaimani he tweet like a bitch broke his heart,0.166,0.437,0.397
rt  niggas gossip like hoes most of em bitches,0.159,0.524,0.317
rt brianfromwork thatonegirlpink coltuquick naw bitches want attention not respect real women want respect truth,0.214,0.393,0.393
rt brianhopecomedy   parents are   am i going to be when you  ,0.0,0.0,1.0
rt brianndominguez dont unfollow i got the app bitch,0.0,0.352,0.648
rt brianndominguez gasoline  daddy yankee ,0.0,0.0,1.0
rt brianndominguez green and yellow lil wayne ,0.0,0.0,1.0
rt briannachevonne birds of a feather flock  hoes friends with hoes bitter women be with other bitter ones haters be with ,0.111,0.315,0.573
rt briannalovesa im so sick head colds suuuck and on top of that justusabbott had to challange me to a beer chug ,0.072,0.169,0.759
rt brickannn these bitches are slutty enough without the costumes lol damn,0.0,0.605,0.395
rt brickyardbeezy i used to chase hoes now its dollarigns,0.0,0.0,1.0
rt brickyardbeezy im money hungry man these bitches cant do nuffin for me,0.0,0.245,0.755
rt britstratton justification of my bitch face thanks zzachbarness ,0.212,0.277,0.511
rt britstratton me my bitch face is on point zzachbarness thats  thanks,0.174,0.228,0.599
rt  pull up on my ex make that bitch ,0.0,0.322,0.678
rt broculture dive in the pussy like ,0.294,0.0,0.706
rt broaddayjay fellas remember to stock up on thermals and timbs before the dykes buy them all,0.0,0.0,1.0
rt brodybolerjack  johns be honest you got hoes in different area codes,0.231,0.0,0.769
rt broganwebber  is trash,0.0,0.0,1.0
rt broganwebber wiz is garbage to be put in the trash can known as  to be put in a dumpster known as the vmas,0.0,0.068,0.932
rt  vivalaquintaa yes i love her like pussy money weed,0.61,0.0,0.39
rt brooksbeau follow spree cunts just retweet this followmebeau,0.0,0.328,0.672
rt brooksheineman youngpeezyy  with me bitch,0.0,0.432,0.568
rt brooooo why all these hoes trynna be gay now lmao,0.281,0.0,0.719
rt brosconfessions ate pussy for the first time today all i have to say is  i think i may have a new favorite food michigan,0.13,0.0,0.87
rt brosconfessions if you are nice girls they will be bitches to you if you are an asshole girls will want your dick womanlogic,0.131,0.23,0.639
rt brosconfessions people congratulate on losing weight for my health but in reality i lost all the weight so i could fuck hot ,0.072,0.342,0.586
rt brosconfessions unlike a lot of these bros i actually care about my girl and i love her its not called being a pussy its called ,0.27,0.0,0.73
rt brosconfessions charlie sheen is a legend forthebros ,0.0,0.0,1.0
rt brosconfessions dont be a pussy  ,0.0,0.0,1.0
rt brosconfessions ungrateful bitches  ,0.0,0.775,0.225
rt  how bitches look wen they hear their song in da club ,0.0,0.262,0.738
rt  lauderdale   thats where the hoes at,0.0,0.0,1.0
rt  call her  thing in da am let her know dat pussy on yo mind,0.0,0.0,1.0
rt  lmao bitches hate u but still follow u,0.218,0.427,0.356
rt  niggas dat dont get no pussy are usually the ones thirstin these big or ugly bitches givin them more confidence then ,0.171,0.299,0.53
rt  sum of u bitches too old for braces,0.0,0.358,0.642
rt brothaluke all a nigga need is money fuck a bitch,0.0,0.51,0.49
rt brownskinliquor no hoes,0.0,0.423,0.577
rt  cant trust none of these bitches dont trust none of these hoes ,0.17,0.291,0.539
rt bruceforce study these birds closely see if you can spot the female it can be done even with limited bird watching skills ,0.0,0.079,0.921
rt brucevh getting over a painful experience is like crossing the monkey bars you have to let go at some point in order to move ,0.091,0.106,0.803
rt brucewayneakia this is what the niggers dont like ,0.0,0.209,0.791
rt brwnskingirly soulja boy bitch so aggravating  that nagging amp shit  i hope ion sound like her ,0.189,0.462,0.349
rt bryanbalsamo  i could if i tried but my money feels better then any pussy ive ever had,0.204,0.0,0.796
rt bryanhoch just  days until yankees pitchers and catchers report,0.0,0.0,1.0
rt bryceserna dont be a pussy grab the booty love the booty appreciate the booty,0.365,0.0,0.635
